a,diameter,rot_per
5.1789309,87.46,8.96
3.1336149,49.04,4.781
2.3145471,9,3.26
3.0237467,25.64,6.8191
2.6063927,15.95,4.069
3.019098,25.58,4.401
2.6762556,18.91,11.844
2.3742937,15.18,11.605
5.1841855,116.14,17.3
2.6469374,22.47,8.3711
2.15205007718856,1.6,151.8
1.40525989084669,1.5,5.7059
2.578988,18.04,10.
1.76855613157455,4.9,2.3581
3.978862,50.01,14.7
3.1980821,41.25,8.33
2.5404217,12.27,15.450
1.57432401919012,2.2,3.0202
1.27137049604526,5.10,3.604
2.6064224,20.7,2.343
2.3776539,13.75,5.445
2.3297398,13.6,6.8782
2.5280459,8.62,3.94
2.03249734621851,2.8,75.
1.20959758219589,0.3,3.58
3.9608913,32.33,2.851
2.9991388,25.4,24.84
2.6868952,17.76,7.801
2.09245764007738,0.9,4.930
4.2304683657245,19.0,7.7
0.973712333379755,2.48,2.530
2.19767742260002,1.9,2.7053
2.7545775,19.32,3.5973
1.77420512655002,4.3,226.8
3.1436,24.74,6.626
3.9276657,45.31,11.478
2.7631214,14.15,3.973
3.1571743,53.23,11.17
1.83487071685524,0.5,9.0046
3.1828446,23.42,7.7
1.92794530705183,1.0,4.4260
2.4387942,20.38,8.40
2.5426877,11.41,106.3
2.5180457,16.26,3.40
2.63851226946694,4,6.1
1.82034763956811,3.4,7.475
2.5501806,17.31,4.021
2.835793,23.31,7.54
3.4022588,33.10,10.887
2.52527894591796,5.4,176.
2.30008120491104,1.8,3.5380
3.1553598,29.73,17.7
3.1530332,25.63,12.235
2.3133723,9.2,3.066
2.3669162,8.47,3.8732
2.9137758,34.50,7.78
3.1724672,24.1,11.200
3.1848647,20.93,3.6054
3.0598668,28.87,8.17
3.2488302,30.74,6.656
1.9308855,8.26,5.815
2.6131313,24.37,7.703
1.06319131222478,1.4,4.095
3.1113158,28.9,8.869
2.00216486415353,10.8,12.056
3.0900583,33.25,16.430
2.16431677671207,3.6,5.803
3.9470106,32.11,50.
2.8827979,22.21,42.02
3.9684514,42.34,6.79
1.8194695,5.68,7.268
2.14302602325647,4.3,6.25
2.4257193,10.62,6.144
3.9550513,34.37,13.61
1.89358843461195,0.4,2.706
3.1803421,28.39,8.733
2.80885973378454,2.3,3.50
3.1361158,32.80,8.07
2.49716007858255,0.7,6.0297
2.5996568,15.61,2.423
2.6365151,9.07,4.14
3.1568459,28.51,5.093
2.24727799079087,0.7,3.045
4.2281278,37.31,12.84
2.7449358,10.69,4.201
0.728537049385732,1.4,2.514
2.61060393691534,2.70,3.1642
1.12313861533324,1.9,3.7538
2.15903983081882,0.9,3.925
1.86480978946957,0.3,6.98
1.86466719120184,0.4,16.
1.32102842693754,0.3,20.
1.23214519786939,0.03,0.1784
