NAME,A,PER,R,MASS
HAT-P-38 b,0.0522992,4.640382,0.825,0.267569
Kepler-1602 b,0.104553,11.17931605,0.12,0.00819664
Kepler-18 d,0.117171,14.85888,0.622714,0.0516
Kepler-1077 b,0.208178,34.3511874,0.247,0.0231879
Kepler-380 b,0.0487448,3.930821,0.106165,0.00538981
Kepler-1580 b,0.328211,56.6449279,0.188,0.0156727
Kepler-132 d,0.134468,18.010199,0.138282,0.011604
Kepler-228 b,0.0366865,2.566546,0.136497,0.0125754
Kepler-97 b,0.036125,2.58664,0.132037,0.0106941
WASP-96 b,0.0453489,3.4252602,1.2,0.48
Kepler-1229 b,0.312498,86.828989,0.125,0.00940137
Kepler-518 b,0.0804858,8.51203588,0.188,0.0156727
Kepler-139 b,0.123078,15.771044,0.262289,0.0258466
Kepler-952 b,0.503142,130.3546919,0.682,0.182193
Kepler-375 b,0.103296,12.125934,0.12936,0.010538
Kepler-1285 b,0.125346,14.7967458,0.087,0.00266535
Kepler-182 b,0.0897811,9.825792,0.230172,0.0206381
Kepler-1313 b,0.0466196,3.83309118,0.157,0.0129801
Kepler-306 e,0.247015,44.840975,0.202516,0.0171819
Kepler-1519 b,0.742026,240.7989397,0.63,0.144903
Kepler-253 b,0.0475233,3.783986,0.145419,0.0121124
Kepler-259 b,0.0790333,8.115317,0.249799,0.0236491
Kepler-1586 b,0.138326,15.6049212,0.136,0.0124263
Kepler-1172 b,0.167139,26.0204423,0.285,0.0304768
Kepler-1501 b,0.123985,14.5564533,0.139,0.0116544
Kepler-666 b,0.0538618,4.49876092,0.214,0.0185165
PH-2 b,0.825444,282.5255,0.902041,0.488198
Kepler-1027 b,0.0291727,1.9078052,0.079,0.00189081
CoRoT-18 b,0.0295483,1.9000693,1.31,3.48652
Kepler-703 b,0.0570646,4.58352176,0.732,0.349418
Kepler-1505 b,0.187949,30.8609366,0.083,0.00225358
Kepler-203 d,0.0987232,11.32972,0.128468,0.0102988
Kepler-776 b,0.0530392,4.89718784,0.114,0.00688654
Kepler-876 b,0.0543655,5.14438011,0.128,0.0101747
Kepler-224 b,0.0419025,3.132924,0.124008,0.00915403
Kepler-1459 b,0.284837,62.8691611,0.121,0.00842926
Kepler-710 b,0.0510655,4.34728553,0.168,0.0138656
Kepler-806 b,0.0786193,8.09219642,0.102,0.00468851
Kepler-205 b,0.038467,2.75564,0.134713,0.0120453
KOI-4427 b,0.441345,147.6606,0.164155,0.0135484
Kepler-612 b,0.0466887,3.72215641,0.253,0.0241903
KIC 11442793 g,0.736177,210.60697,0.723,0.217563
GJ 1214 b,0.0143253,1.58040482,0.2389,0.0203507
Kepler-824 b,0.0560063,4.51436633,0.167,0.0137822
Kepler-1451 b,0.211879,35.622233,0.299,0.0337813
Kepler-268 c,0.373719,83.446393,0.301543,0.0344212
Kepler-135 c,0.0994132,11.448708,0.103488,0.00493175
Kepler-265 c,0.129538,17.028937,0.234633,0.0212781
Kepler-1296 b,0.0771045,8.3839865,0.081,0.00206633
Kepler-1480 b,0.146114,22.12679948,0.149,0.0123746
Kepler-620 b,0.11286,12.91375431,0.296,0.0330424
HAT-P-25 b,0.0465813,3.652836,1.19,0.567181
Kepler-341 e,0.238241,42.473269,0.177536,0.014692
Kepler-1577 b,0.0614878,6.30560247,0.101,0.00452953
Kepler-1409 b,0.0153823,0.76486493,0.093,0.00338324
Kepler-1352 b,0.0308432,1.87788275,0.079,0.00189081
Kepler-1249 b,0.174156,24.3347127,0.212,0.0182743
Kepler-1269 b,0.225667,37.3331536,0.145,0.0120821
HAT-P-45 b,0.0452185,3.128992,1.426,0.892
Kepler-399 b,0.115973,14.425281,0.0856455,0.00252018
Kepler-341 c,0.0783507,8.01041,0.151664,0.012573
Kepler-925 b,0.187771,33.8678531,0.209,0.017919
Kepler-265 d,0.240693,43.130617,0.222143,0.0195472
Kepler-677 b,0.0686885,6.57531678,0.48,0.0964436
Kepler-243 c,0.144324,20.026218,0.177536,0.014692
Kepler-561 b,0.290481,58.3620495,0.621,0.139169
Kepler-467 b,0.17004,24.99324193,0.201,0.0170154
Kepler-1107 b,0.01281,0.57103852,0.12,0.00819664
Kepler-9 c,0.22473,38.90861,0.823,0.168671
Kepler-165 c,0.120683,15.31299,0.198947,0.0167934
Kepler-790 b,0.105904,13.73469807,0.194,0.0162741
Kepler-326 d,0.0700163,6.766888,0.107949,0.0057099
WASP-47 c,1.36067,572,,1.23683
Kepler-31 c,0.254502,42.6318,0.374365,0.0577969
Kepler-82 b,0.16455,26.444,0.357,0.0517963
Kepler-573 b,0.153993,22.18329658,0.249,0.0235163
Kepler-1288 b,0.0409325,2.76122421,0.1,0.00437411
Kepler-306 c,0.0732442,7.240193,0.209653,0.0179955
Kepler-1484 b,0.186962,30.4549136,0.188,0.0156727
Kepler-85 e,0.168293,25.216751,0.113302,0.00674351
Kepler-583 b,0.0668402,6.5100253,0.203,0.0172355
Kepler-610 b,0.0739053,6.99692655,0.374,0.0576809
Kepler-964 b,0.108427,13.5225106,0.189,0.0157709
Kepler-1227 b,0.401332,94.2887577,0.204,0.0173469
Kepler-351 d,0.513692,142.544247,0.243,0.0225477
Kepler-390 c,0.108535,13.060022,0.0704791,0.00126334
Kepler-61 b,0.257458,59.87756,0.191639,0.0160339
Kepler-1486 b,0.28916,54.6495759,0.207,0.0176872
Kepler-803 b,0.271,50.28638192,0.338,0.0450611
Kepler-80 b,0.0645109,7.053,0.241,0.0222358
Kepler-1462 b,0.318487,65.6488341,0.341,0.0460671
Kepler-886 b,0.0684849,6.24146367,0.136,0.0124263
Kepler-1468 c,0.046104,3.54553021,0.103,0.00485109
Kepler-272 d,0.0964303,10.937304,0.200732,0.0169862
Kepler-1544 b,0.557231,168.811174,0.159,0.0131362
Kepler-44 b,0.0454854,3.24674,1.24,1.02109
Kepler-292 b,0.0368224,2.580827,0.117763,0.00769114
Kepler-228 d,0.0973508,11.094286,0.360425,0.0531048
Kepler-1000 b,0.532697,120.0181272,0.425,0.0750581
Kepler-140 b,0.0429776,3.25427,0.143635,0.0119837
Kepler-245 d,0.214468,36.277108,0.270319,0.0273861
Kepler-884 b,0.0624428,5.69919514,0.11,0.00609283
Kepler-1073 c,0.0495271,4.02582254,0.146,0.0121546
Kepler-908 b,0.0246365,1.34059747,0.109,0.00590412
Kepler-1379 b,0.0169132,0.88184115,0.116,0.00730709
Kepler-104 c,0.161331,23.668205,0.27924,0.0292202
Kepler-263 b,0.127191,16.568087,0.238201,0.0218083
Kepler-1008 b,0.0979413,12.43931193,0.114,0.00688654
Kepler-278 c,0.269422,51.078775,0.320278,0.0395346
Kepler-1587 b,0.0894717,9.4060467,0.119,0.00796813
Kepler-1569 b,0.0679911,5.79180156,0.15,0.0124487
Kepler-1273 b,0.179399,28.625653,0.222,0.0195285
Kepler-1365 c,0.0554927,4.77468005,0.071,0.00129651
Kepler-366 b,0.043221,3.281959,0.130252,0.0107805
Kepler-1636 b,1.11079,425.47785,0.288,0.0311545
Kepler-1068 b,0.129431,16.92344113,0.324,0.0406377
Kepler-596 b,0.160247,21.30022655,0.309,0.0363708
HD 149026 b,0.0431325,2.8758911,0.654,0.361471
Kepler-186 b,0.0378277,3.8867907,0.0953739,0.00370062
Kepler-219 c,0.156968,22.714613,0.319386,0.0392746
Kepler-561 c,0.0590575,5.35016198,0.239,0.0219292
Kepler-1240 b,0.0558238,4.8663815,0.103,0.00485109
Kepler-361 c,0.283685,55.188023,0.224819,0.0199023
Kepler-265 e,0.325506,67.831024,0.231064,0.0207641
Qatar-2 b,0.0215077,1.3371182,1.144,2.48409
Kepler-1448 b,0.102351,12.27065865,0.144,0.0120099
Kepler-293 b,0.140591,19.254196,0.273887,0.0281036
Kepler-166 b,0.0759843,7.650254,0.202516,0.0171819
Kepler-1551 b,0.172447,24.4973698,0.237,0.021628
Kepler-1052 b,0.210888,34.8538276,0.261,0.0256089
HAT-P-49 b,0.0437742,2.691548,1.413,1.72959
Kepler-623 b,0.0821845,9.07097734,0.269,0.0271261
Kepler-1621 b,0.418658,92.263714,0.193,0.0161718
Kepler-367 c,0.278143,53.578637,0.107057,0.00554835
Kepler-313 b,0.118876,14.970418,0.225711,0.0200225
Kepler-1439 b,0.0608017,8.07392849,0.13,0.0107116
Kepler-150 c,0.0741975,7.381998,0.3292,0.0422294
Kepler-87 b,0.477022,114.73635,1.21,1.02004
Kepler-681 b,0.161056,26.39435646,0.275,0.0283318
Kepler-564 b,0.0464443,3.75083228,0.413,0.0707577
HAT-P-7 b,0.037964,2.204737,1.363,1.7916
Kepler-316 c,0.0704356,6.827766,0.103488,0.00493175
Kepler-342 c,0.17279,26.234138,0.174859,0.014454
Kepler-783 b,0.0504566,4.29264638,0.07,0.00123338
Kepler-1378 b,0.0908478,11.95398936,0.196,0.0164814
Kepler-828 b,0.0125101,0.56785714,0.135,0.0121297
WASP-38 b,0.0758454,6.87188,1.09,2.70901
WASP-69 b,0.0452527,3.8681382,1.057,0.259543
Kepler-139 c,0.569736,157.072878,0.301543,0.0344212
Kepler-1199 b,0.116835,15.0447198,0.103,0.00485109
Kepler-817 b,0.0497212,3.99010623,0.806,0.500877
Kepler-29 c,0.109809,13.2907,0.25849,0.0251535
Kepler-605 c,0.0336073,2.35895152,0.077,0.00172655
Kepler-444 c,0.0489676,4.5458841,0.0453,0.000273258
Kepler-655 b,0.264783,46.4063358,0.242,0.0223911
Kepler-559 b,0.130567,17.58752333,0.322,0.0400412
WASP-6 b,0.0428704,3.361006,1.224,0.52136
Kepler-1337 b,0.146185,24.4002549,0.215,0.0186391
Kepler-1552 b,0.601409,184.771853,0.22,0.0192688
Kepler-206 c,0.108963,13.137471,0.157909,0.0130508
Kepler-169 c,0.066017,6.195469,0.107949,0.0057099
Kepler-196 b,0.147733,20.739886,0.169507,0.0139923
Kepler-352 b,0.0911742,10.05537,0.0767241,0.00170474
Kepler-329 b,0.0744278,7.416397,0.1249,0.00937625
Kepler-179 b,0.0382833,2.735926,0.146311,0.0121773
Kepler-1080 b,0.366455,77.2548396,0.293,0.0323205
Kepler-176 b,0.0604835,5.433074,0.127576,0.0100631
WASP-104 b,0.0291939,1.7554137,1.137,1.272
WASP-83 b,0.0590285,4.971252,1.04,0.3
Kepler-1095 b,0.0504666,4.27103091,0.108,0.00571923
Kepler-1170 b,0.0842697,9.98969327,0.215,0.0186391
Kepler-310 c,0.28808,56.47542,0.301543,0.0344212
Kepler-339 b,0.0570545,4.977656,0.126684,0.00983076
Kepler-124 d,0.192925,30.950851,0.0990276,0.00422638
Kepler-52 c,0.10281,16.3850021,0.16400700000000001,0.0135364
Kepler-1132 b,0.295466,62.8916228,0.21,0.0180364
Kepler-1265 b,0.0607742,6.49441289,0.12,0.00819664
Kepler-1494 b,0.390823,91.080482,0.274,0.0281267
WASP-99 b,0.0716458,5.75251,1.1,2.78
Kepler-818 b,0.0891946,10.03538581,0.456,0.0867729
HAT-P-5 b,0.0407152,2.788491,1.254,1.05561
Kepler-1381 b,0.166753,25.3842686,0.201,0.0170154
Kepler-125 b,0.0506571,4.164389,0.211437,0.0182069
Kepler-193 b,0.0990643,11.38848,0.213222,0.0184218
Kepler-1078 b,0.0399419,3.00725242,0.17,0.014034
Kepler-585 b,0.037917,2.75235975,0.252,0.0240196
Kepler-119 c,0.050338,4.125103,0.0820769,0.00216566
Kepler-558 b,0.175021,29.00790538,0.211,0.0181548
Kepler-670 b,0.0389008,2.81650485,1.176,1
Kepler-770 c,0.0248451,1.47532231,0.107,0.00553813
Kepler-1188 b,0.131797,17.1369543,0.186,0.0154788
Kepler-434 b,0.114265,12.8747099,1.13,2.86
Kepler-1398 c,0.0525427,4.13827595,0.092,0.00325512
Kepler-16 b,0.646795,228.776,0.7538,0.333
Kepler-32 d,0.128069,22.7802,0.240663,0.0221838
Kepler-58 c,0.119982,15.5741568,0.254925,0.0245229
Kepler-758 b,0.108438,12.1097104,0.221,0.019398
Kepler-1122 b,0.230686,42.1917357,0.182,0.0151003
Kepler-1534 b,0.0604111,5.71668872,0.169,0.0139495
WASP-33 b,0.0255483,1.21986983,1.497,0
TrES-1 b,0.0392516,3.030065,1.067,0.752484
Kepler-773 b,0.0478522,3.74910006,0.128,0.0101747
Kepler-62 e,0.426299,122.3874,0.143507,0
Kepler-120 b,0.0668458,6.312501,0.19181,0.0160511
Kepler-1393 b,0.0349032,2.44357812,0.071,0.00129651
Kepler-1001 b,0.111348,14.30511983,0.281,0.029598
CoRoT-10 b,0.105463,13.2406,0.97,2.75536
Kepler-1309 b,0.174358,28.8432647,0.211,0.0181548
Kepler-286 d,0.0640044,5.914323,0.118655,0.00789025
Kepler-338 c,0.164238,24.310856,0.208761,0.0178911
WASP-62 b,0.0567187,4.411953,1.39,0.56227
Kepler-496 b,0.0763472,8.30864937,0.207,0.0176872
Kepler-1641 c,0.20765,32.657212,0.263,0.0259788
Kepler-1616 b,0.0745798,6.76284377,0.091,0.00313024
Kepler-300 c,0.23162,40.714955,0.200732,0.0169862
Kepler-1582 b,0.0366252,4.83817712,0.133,0.0115494
Kepler-258 c,0.203997,33.653079,0.322063,0.0400599
Kepler-555 b,0.126633,16.21775407,0.252,0.0240196
Kepler-1270 b,0.0704248,6.03356196,0.296,0.0330424
Kepler-632 b,0.187138,30.99660733,0.197,0.0165864
Kepler-25 b,0.0702822,6.2385,0.24177,0.0223552
Kepler-167 c,0.0681548,7.406097,0.122223,0.00871939
Kepler-291 b,0.0455136,3.546511,0.192702,0.0161415
Kepler-664 b,0.0364157,2.52559332,0.237,0.021628
Kepler-1051 b,0.19332,25.96200249,0.303,0.0347934
Kepler-603 d,0.0663906,6.2171292,0.118,0.00774372
Kepler-218 d,0,124.5244647,0.237,0.021628
Kepler-332 d,0.206247,34.21154,0.105273,0.00523423
WASP-11 b,0.0436466,3.722465,0.91,0.539755
Kepler-192 c,0.15002,21.2234,0.248907,0.0235009
Kepler-671 b,0.0510769,4.28095859,0.24,0.0220818
Kepler-1263 b,0.0507142,4.55139967,0.102,0.00468851
Kepler-1357 b,0.0398164,3.0091324,0.114,0.00688654
Kepler-460 c,0.729773,220.1303357,0.492,0.101476
Kepler-560 b,0.0954693,18.47764449,0.153,0.0126737
Kepler-62 c,0.0928559,12.4417,0.0481326,0
Kepler-371 c,0.325944,67.968015,0.158801,0.0131206
Kepler-909 b,0.119407,13.93290318,0.131,0.0109866
Kepler-732 b,0.0690513,9.46781405,0.194,0.0162741
Kepler-724 b,0.0420086,3.31494634,0.294,0.0325593
Kepler-227 b,0.0877115,9.488015,0.277456,0.0288426
Kepler-33 c,0.118876,13.17562,0.28523,0.0305282
Kepler-1280 b,0.34156,66.5579057,0.167,0.0137822
Kepler-1383 b,0.122255,13.9093583,0.126,0.00965491
Kepler-938 b,0.267315,52.6298417,0.198,0.0166923
Kepler-275 b,0.0926511,10.300682,0.208761,0.0178911
TRAPPIST-1 d,0.0583511,18.202,0.103454,0.00492611
CoRoT-14 b,0.0269122,1.51214,1.09,7.69464
Kepler-1542 e,0.0568105,5.10115756,0.068,0.00111394
Kepler-820 b,0.532115,127.8338098,0.543,0.124338
Kepler-521 b,0.170471,22.20813214,0.284,0.0302544
Kepler-1136 b,0.0311079,2.36172433,0.146,0.0121546
Kepler-176 d,0.170666,25.751974,0.223927,0.019783
Kepler-319 d,0.196363,31.781925,0.2043,0.0173806
Kepler-832 b,0.0705758,7.1396941,0.184,0.015288
Kepler-80 d,0.0413591,3.072186,0.155232,0.0128437
Kepler-155 b,0.0641261,5.931194,0.186457,0.0155228
Kepler-342 d,0.226833,39.459357,0.222143,0.0195472
Kepler-1015 b,0.141962,16.00494214,0.317,0.0385876
CoRoT-4 b,0.0903166,9.20205,1.19,0.717419
Kepler-610 c,0.575052,151.86392,0.294,0.0325593
HAT-P-19 b,0.0466409,4.008778,1.132,0.292273
Kepler-736 b,0.043728,3.60147201,0.261,0.0256089
Kepler-784 b,0.195581,31.5922646,0.141,0.0117956
Kepler-825 c,0.0802514,8.1818246,0.164,0.0135358
Kepler-1037 b,0.0190889,1.06378867,0.114,0.00688654
Kepler-1425 b,0.114954,14.4541302,0.084,0.00235177
Kepler-24 c,0.105496,12.3318,0.249577,0.0236121
Kepler-47 c,0.895669,303.158,0.419091,0.0729242
Kepler-133 c,0.195273,31.517586,0.253368,0.0242535
Kepler-919 b,0.101697,11.04603384,0.201,0.0170154
Kepler-924 b,0.316935,61.0370117,0.274,0.0281267
Kepler-988 b,0.109153,17.76080053,0.185,0.015383
Kepler-33 f,0.253499,41.02902,0.39754,0.0654095
Kepler-116 b,0.0643964,5.968734,0.305112,0.0353405
Kepler-869 b,0.228204,40.4287755,0.322,0.0400412
Kepler-848 b,0.0712451,6.91134416,0.152,0.0125983
Kepler-107 c,0.0564705,4.901425,0.161477,0.0133325
Kepler-84 e,0.178021,27.434389,0.231956,0.0208911
Kepler-109 b,0.0689299,6.48163,0.211437,0.0182069
Kepler-764 b,0.071869,7.33683936,0.146,0.0121546
Kepler-734 b,0.0619246,6.10485286,0.318,0.0388741
Kepler-315 b,0.410606,96.101141,0.336337,0.0445124
Kepler-837 b,0.120447,16.56059504,0.228,0.0203354
Kepler-639 b,0.0962449,10.21420496,0.212,0.0182743
KIC 11442793 f,0.519687,124.9144,0.26,0.0254263
Kepler-1208 b,0.0903224,11.08507637,0.207,0.0176872
Kepler-1238 b,0.0551406,4.14787559,0.172,0.014205
Kepler-586 b,0.0314856,2.10472218,0.249,0.0235163
Kepler-757 b,0.0203817,1.02267882,0.121,0.00842926
Kepler-170 b,0.0778294,7.930592,0.285485,0.0305853
Kepler-36 c,0.128401,16.23855,0.327926,0.025489
Kepler-247 d,0.146486,20.477912,0.351503,0.0497576
Kepler-136 b,0.100165,11.5789,0.182889,0.0151834
XO-2 b,0.0368369,2.615857,0.983,0.566541
Kepler-859 b,0.136122,20.38177573,0.276,0.0285386
Kepler-305 d,0.128062,16.738661,0.24177,0.0223552
Kepler-120 c,0.107059,12.794585,0.136497,0.0125754
Kepler-393 b,0.0858179,9.182417,0.115086,0.00711292
Kepler-96 b,0.125499,16.23844,0.238201,0.0261659
Kepler-11 d,0.154764,22.6845,0.2781,0.0229683
Kepler-1497 b,0.0819289,8.74199772,0.148,0.0123008
Kepler-1257 b,0.0363506,2.66831376,0.136,0.0124263
Kepler-833 b,0.119053,18.7546998,0.18,0.0149156
Kepler-106 b,0.0657994,6.16486,0.073149,0.00144019
Kepler-198 d,0.0228923,1.31184443,0.136,0.0124263
Kepler-464 b,0.0781697,7.25696522,0.294,0.0325593
WASP-63 b,0.0574592,4.37808,1.43,0.378096
Kepler-30 b,0.185524,29.334,0.347625,0.035557
Kepler-836 b,0.0998849,11.36112327,0.244,0.0227057
Kepler-214 c,0.183794,28.7798,0.190026,0.0158724
Kepler-946 b,0.0993188,11.79162572,0.172,0.014205
Kepler-273 b,0.0401325,2.936532,0.133821,0.0117855
Kepler-461 b,0.0797776,8.31378306,0.23,0.0206139
Kepler-1603 b,0.036038,2.27163926,0.115,0.00709482
Kepler-323 c,0.0455761,3.553822,0.145419,0.0121124
Kepler-84 d,0.0511438,4.224537,0.123115,0.00893492
Kepler-267 c,0.0707769,6.87745,0.190026,0.0158724
HAT-P-16 b,0.0413275,2.77596,1.289,4.2025
TrES-4 b,0.0509243,3.553945,1.783,0.925
Kepler-231 c,0.140675,19.271566,0.172183,0.0142208
Kepler-184 b,0.0949568,10.687576,0.210545,0.0181008
Kepler-60 b,0.0750769,7.1316185,0.203227,0.0172607
Kepler-1124 b,0.0277394,2.85234897,0.114,0.00688654
Kepler-1235 b,0.0494161,4.16055856,0.07,0.00123338
Kepler-151 b,0.120241,15.228958,0.272995,0.0279223
Kepler-242 c,0.116354,14.496481,0.178428,0.0147725
Kepler-230 b,0.199823,32.625555,0.380052,0.0596201
Kepler-463 b,0.0807229,8.98101683,0.272,0.0277215
Kepler-1553 b,0.048585,4.24261881,0.103,0.00485109
Kepler-1003 b,0.0471986,3.55485691,0.159,0.0131362
Kepler-840 b,0.0364828,2.49577962,1.523,1
Kepler-351 c,0.290701,57.24809,0.284593,0.0303861
Kepler-534 b,0.126093,15.95994513,0.2,0.0169068
Kepler-350 b,0.0979073,11.189562,0.165046,0.0136211
Kepler-382 b,0.0592083,5.262155,0.117763,0.00769114
Kepler-900 b,0.0658684,6.9913086,0.186,0.0154788
Kepler-209 b,0.124721,16.087845,0.201624,0.0170837
Kepler-123 c,0.174808,26.695074,0.132037,0.0112762
Kepler-1251 b,0.241134,45.0904643,0.164,0.0135358
Kepler-59 c,0.136086,17.9801235,0.180443,0.0149563
Kepler-493 b,0.0451413,3.00387658,1.35,1
KIC 11442793 b,0.0761616,7.008151,0.117,0.00752338
Kepler-1054 b,0.0553537,4.30655689,0.235,0.0213319
Kepler-258 b,0.109294,13.19722,0.362209,0.0537981
Kepler-1607 b,0.116755,13.6473676,0.082,0.00215846
Kepler-309 c,0.436563,105.356383,0.223927,0.019783
Kepler-1447 b,0.28584,56.6747285,0.259,0.0252452
Kepler-302 c,0.495205,127.282184,1.11071,1
Kepler-1489 b,0.361423,82.294751,0.158,0.0130579
Kepler-466 b,0.272969,51.07926307,0.254,0.0243624
Kepler-678 b,0.071979,7.27503724,0.459,0.087953
Kepler-446 d,0.0352283,5.148921,0.123,0.00890695
Kepler-4 b,0.0455763,3.21346,0.357,0.0772279
Kepler-1370 b,0.154149,20.2641684,0.164,0.0135358
Kepler-882 b,0.0475302,3.98953967,0.11,0.00609283
Kepler-530 b,0.223973,39.30941904,0.269,0.0271261
Kepler-1522 b,0.0290724,1.84788917,0.154,0.0127496
Kepler-759 b,0.238842,41.805985,0.203,0.0172355
Kepler-1351 b,0.0163913,0.91614077,0.058,0.000639382
Kepler-529 c,0.109729,12.8345022,0.178,0.0147338
Kepler-977 b,0.167537,26.85328322,0.234,0.0211858
HD 97658 b,0.0796373,9.4909,0.208761,0.024739
Kepler-261 b,0.0931334,10.381227,0.194487,0.0163243
Kepler-658 b,0.0198513,1.28707676,0.145,0.0120821
Kepler-57 b,0.0588891,5.7293196,0.195205,0.0163986
Kepler-175 b,0.102029,11.903515,0.228388,0.020389
Kepler-509 b,0.243116,41.74600392,0.222,0.0195285
Kepler-577 b,0.156872,25.69578251,0.227,0.0201979
Kepler-323 b,0.0276391,1.678327,0.127576,0.0100631
Kepler-1153 b,0.0276021,1.75583533,0.154,0.0127496
Kepler-433 b,0.0678214,5.33408384,1.45,2.82
Kepler-1319 b,0.0327047,2.88676265,0.12,0.00819664
Kepler-377 c,0.176201,27.014976,0.183781,0.0152673
Kepler-1287 b,0.0982303,11.47685909,0.137,0.0115145
Kepler-426 b,0.0413383,3.21751883,1.09,1
Kepler-379 c,0.309155,62.784697,0.2043,0.0173806
WASP-20 b,0.0599991,4.8996285,1.462,0.311
Kepler-315 c,0.808381,265.469335,0.370238,0.056492
Kepler-80 c,0.0788018,9.522,0.254,0.022
Kepler-179 c,0.067463,6.40013,0.178428,0.0147725
Kepler-476 b,0.114843,14.00640607,0.275,0.0283318
Kepler-154 e,0.0469031,3.93276465,0.134,0.0118373
HATS-4 b,0.032693,2.156729,1.02,1.323
Kepler-1608 b,0.11512,16.4735686,0.154,0.0127496
Kepler-527 b,0.119195,13.28535633,0.253,0.0241903
CoRoT-27 b,0.0466557,3.57532,1.007,10.3882
Kepler-1115 b,0.188086,23.5540725,0.152,0.0125983
Kepler-1141 b,0.0346536,2.34451194,0.073,0.00142986
Kepler-360 c,0.0728812,7.186434,0.187349,0.0156092
Kepler-154 d,0.141235,20.54981883,0.343,0.0467496
Kepler-262 b,0.108539,13.060855,0.121331,0.00850717
Kepler-969 c,0.0269307,1.6829346,0.088,0.00277643
Kepler-1106 b,0.0235482,1.25275217,0.147,0.0122275
Kepler-381 b,0.0619291,5.629021,0.0883219,0.0028129
Kepler-168 c,0.109272,13.193242,0.239986,0.0220797
Kepler-84 f,0.245953,44.552169,0.196271,0.0165098
Kepler-874 b,0.235841,40.0686727,0.352,0.0499388
Kepler-987 b,0.432008,105.3033148,0.291,0.0318486
Kepler-529 b,0.0315668,1.98035766,0.166,0.0136995
Kepler-1039 b,0.0172977,0.93488424,0.13,0.0107116
Kepler-1112 b,0.127487,14.36267939,0.269,0.0271261
Kepler-960 b,0.0383568,3.12686223,0.204,0.0173469
WASP-49 b,0.0378972,2.7817387,1.115,0.378231
Kepler-288 b,0.065318,6.097326,0.148987,0.0123736
Kepler-37 c,0.139784,21.301886,0.066,0.0107897
Kepler-1314 b,0.0509616,5.42474928,0.456,0.0867729
Kepler-55 b,0.153688,27.9481449,0.216597,0.0188372
Kepler-1504 b,0.350774,82.304003,0.19,0.0158698
Kepler-1197 b,0.0289045,2.03231845,0.112,0.00648186
Kepler-774 b,0.113114,11.0895723,0.283,0.0300338
Kepler-1173 b,0.0156331,0.7698536,0.079,0.00189081
Kepler-272 b,0.0404491,2.971353,0.127576,0.0100631
Kepler-231 b,0.0912341,10.065275,0.15434,0.0127755
Kepler-512 b,0.218278,34.43587975,0.24,0.0220818
Kepler-747 b,0.198299,35.61760587,0.47,0.0923502
Kepler-827 b,0.265894,51.92927591,0.502,0.105771
Kepler-1057 b,0.116763,14.08827448,0.3,0.0340314
WASP-41 c,0.950245,350.3,,2.97516
Kepler-373 b,0.0612399,5.535309,0.121331,0.00850717
Kepler-1622 b,0.104704,10.8118737,0.131,0.0109866
Kepler-288 d,0.288618,56.633742,0.238201,0.0218083
Kepler-445 c,0.0317534,4.871229,0.229,0.020474
Kepler-1088 b,0.162992,23.12748644,0.127,0.00991268
Kepler-770 d,0.0495281,4.15244722,0.125,0.00940137
Kepler-963 b,0.0878919,9.97683705,0.237,0.021628
Kepler-21 b,0.0427173,2.785755,0.1459,0.0121473
Kepler-352 c,0.125984,16.332995,0.110625,0.00621274
Kepler-363 b,0.046094,3.614568,0.103488,0.00493175
Kepler-1053 b,0.0318579,2.41435165,0.087,0.00266535
Kepler-390 b,0.0698175,6.738088,0.0731555,0.00144064
CoRoT-28 b,0.0590095,5.20851,0.955,0.484
Kepler-340 b,0.118208,14.844387,0.225711,0.0200225
Kepler-679 b,0.100056,12.39358604,0.269,0.0271261
Kepler-335 c,0.325549,67.844469,0.273887,0.0281036
Kepler-841 b,0.462033,124.4198398,0.467,0.09114
Kepler-226 b,0.0488289,3.940997,0.138282,0.011604
KELT-3 b,0.0412729,2.70339,1.358,1.46164
Kepler-51 c,0.379271,85.3128662,0.508958,0.0126
Kepler-1639 b,0.0935706,9.878482,0.23,0.0206139
Kepler-810 b,0.0546451,4.59725385,0.172,0.014205
Kepler-226 c,0.0598621,5.349555,0.202516,0.0171819
Kepler-1520 b,0.0134503,0.65355357,0.515,0.111491
Kepler-533 b,0.168131,28.51120525,0.302,0.0345375
Kepler-11 e,0.19466,31.9996,0.373377,0.0264312
Kepler-366 c,0.1055,12.51616,0.159693,0.0131908
Kepler-1419 b,0.239214,42.5215895,0.255,0.024536
HAT-P-46 b,0.0576688,4.463129,1.284,0.493
Kepler-1033 b,0.07385,7.56052806,0.224,0.0197927
Kepler-616 c,0.391589,90.4113556,0.304,0.0350514
Kepler-288 c,0.140842,19.305772,0.25426,0.0244074
Kepler-1517 b,0.0714194,5.54608367,0.871,0.696016
Kepler-48 d,0.229818,42.8961,0.181997,0.0151
Kepler-626 b,0.116684,14.48585199,0.204,0.0173469
Kepler-311 b,0.0857785,9.176092,0.151664,0.012573
Kepler-117 c,0.268407,50.790412,1.00812,0.923754
Kepler-271 d,0,5.24972541,0.059,0.000678484
Kepler-69 c,0.709354,242.4613,0.15242,0.0126299
Kepler-935 b,0.0518363,4.88083852,0.12,0.00819664
Kepler-1245 b,0.0496255,4.35409304,0.128,0.0101747
Kepler-296 f,0.310961,63.335879,0.159693,0.0131908
