NAME,A,PER,R,MASS
Kepler-491 b,0.0518237,4.22538451,0.796,0.476871
Kepler-324 b,0.0524333,4.385315,0.101704,0.00464108
Kepler-250 c,0.0726807,7.156804,0.203408,0.0172808
Kepler-462 b,0.440508,84.6879808,0.336,0.044402
Kepler-568 b,0.0794218,11.02347475,0.202,0.017125
Kepler-1149 b,0.0473895,3.73089898,0.128,0.0101747
Kepler-309 b,0.0640717,5.923653,0.139174,0.0116666
Kepler-1116 b,0.231343,41.6977827,0.227,0.0201979
Kepler-1146 b,0.0313094,2.3522658,0.11,0.00609283
Kepler-940 b,0.295668,59.6225257,0.298,0.0335331
Kepler-1103 b,0.148265,19.79191978,0.203,0.0172355
Kepler-1117 b,0.0546708,4.79028459,0.099,0.00422224
Kepler-571 b,0.0543472,4.79859939,0.236,0.0214793
Kepler-843 b,0.0318315,2.05387982,0.231,0.020755
Kepler-936 b,0.0916253,10.56134221,0.129,0.010441
Kepler-1339 b,0.0233196,1.34155513,0.063,0.000852625
Kepler-1005 b,0.0681491,6.49801525,0.134,0.0118373
Kepler-261 c,0.165407,24.570858,0.178428,0.0147725
Kepler-465 b,0.0969435,9.94067247,0.263,0.0259788
Kepler-336 c,0.0884004,9.600001,0.187349,0.0156092
Kepler-1584 b,0.113973,13.3997099,0.144,0.0120099
Kepler-1475 b,0.390903,82.177374,0.261,0.0256089
Kepler-711 b,0.151882,23.58914398,0.304,0.0350514
Kepler-365 b,0.0948224,10.664903,0.181997,0.0151
Kepler-1610 b,0.0802343,8.70181574,0.144,0.0120099
Kepler-838 b,0.122141,15.74957994,0.244,0.0227057
Kepler-802 b,0.223648,40.0587473,0.316,0.0383032
Kepler-1412 b,0.0469983,3.6146051,0.074,0.0015002
Kepler-864 b,0.0634219,5.83376092,0.214,0.0185165
Kepler-12 b,0.0556348,4.4379637,1.695,0.431956
Kepler-229 d,0.233437,41.194912,0.343474,0.0469127
Kepler-1411 b,0.375175,86.1150888,0.252,0.0240196
Kepler-1545 b,0.552567,163.692349,0.241,0.0222358
KIC 11442793 c,0.088103,8.719375,0.106,0.0053608
HAT-P-36 b,0.0238229,1.327347,1.264,1.83923
WASP-35 b,0.0431283,3.161575,1.32,0.717098
CoRoT-22 b,0.0922129,9.75598,0.445,0.0383
Kepler-1514 b,0.755004,217.8317626,1.055,1
Kepler-132 c,0.0675669,6.414914,0.114194,0.00692663
WTS-1 b,0.0466301,3.352059,1.49,3.99885
Kepler-322 b,0.0273702,1.653888,0.0901062,0.00302153
Kepler-717 b,0.0504222,4.40840023,0.216,0.0187628
Kepler-51 b,0.248169,45.1555023,0.628398,0.00661
Kepler-252 b,0.0693352,6.668391,0.109733,0.00604207
XO-1 b,0.049283,3.941534,1.206,0.918464
Kepler-63 b,0.0869107,9.4341505,0.545,0.125283
Kepler-1423 b,0.150343,23.955378,0.095,0.00364938
Kepler-33 d,0.166175,21.77596,0.477,0.095206
Kepler-287 c,0.247055,44.851896,0.290838,0.0318107
Kepler-154 f,0.0869078,9.91935684,0.134,0.0118373
Kepler-245 b,0.0749207,7.49019,0.22928,0.0205131
Kepler-537 b,0.0438974,3.24755522,0.126,0.00965491
Kepler-989 b,0.0730539,7.96431535,0.197,0.0165864
Kepler-100 c,0.109963,12.8159,0.196271,0
Kepler-180 c,0.236039,41.885775,0.268534,0.027035
Kepler-82 e,0.063917,5.902206,0.220359,0.019315
Kepler-20 d,0.345324,77.61184,0.24512,0.0236865
Kepler-217 b,0.0600513,5.374943,0.198947,0.0167934
Kepler-1523 b,0.0185737,0.93875077,0.141,0.0117956
Kepler-235 e,0.251922,46.183669,0.198055,0.0166981
Kepler-227 c,0.281042,54.418694,0.271211,0.0275635
Kepler-169 d,0.0805377,8.348125,0.111518,0.00638668
Kepler-1226 b,0.131737,17.2923453,0.129,0.010441
Kepler-1623 b,0.0522416,4.36128348,0.117,0.00752338
Kepler-254 b,0.0633704,5.826662,0.345258,0.0475314
Kepler-79 e,0.366575,81.065298,0.318,0.0129
Kepler-241 b,0.106632,12.718092,0.207869,0.0177874
Kepler-1525 b,0.0360472,2.41660118,0.081,0.00206633
Kepler-749 b,0.121097,17.31716585,0.277,0.028747
Kepler-176 e,0,51.16579,0.129,0.010441
Kepler-565 b,0.0509544,4.24374723,0.325,0.0409391
Kepler-631 b,0.144301,17.97979059,0.259,0.0252452
Kepler-380 c,0.0758501,7.630004,0.113302,0.00674351
Kepler-384 b,0.156426,22.597053,0.0999197,0.00436179
Kepler-1592 b,0.0435619,3.05710069,0.137,0.0115145
Kepler-193 c,0.26808,50.697494,0.245339,0.0229193
Kepler-1097 b,0.600611,187.747029,0.291,0.0318486
Kepler-368 c,0.339899,72.379334,0.34615,0.0478436
Kepler-102 f,0.165339,27.4536,0.0785013,0.00195073
Kepler-131 c,0.170752,25.5169,0.0749398,0.0525494
Kepler-74 b,0.0827067,7.340718,1.32,0.66711
WASP-55 b,0.0532575,4.465633,1.3,0.571173
Kepler-1064 b,0.120351,16.54080322,0.138,0.0115843
Kepler-280 b,0.0324953,2.139542,0.12936,0.010538
HAT-P-56 b,0.0423182,2.7908327,1.466,2.18029
Kepler-1277 b,0.227343,40.8365012,0.143,0.0119381
Kepler-1144 b,0.12926,17.14647302,0.178,0.0147338
Kepler-325 c,0.106878,12.762172,0.226604,0.0201438
Kepler-547 b,0.0595534,6.01038429,0.357,0.0517963
Kepler-1312 b,0.060394,5.44832529,0.187,0.0155754
Kepler-842 b,0.0205641,1.21956827,0.143,0.0119381
OGLE-TR-111 b,0.0468733,4.0144479,1.051,0.55
Kepler-704 b,0.0468593,3.76182115,0.233,0.0210409
Kepler-1532 b,0.0201315,1.09366356,0.12,0.00819664
Kepler-647 b,0.126673,16.2254649,0.104,0.00501732
Kepler-765 b,0.181954,27.6655226,0.217,0.0188877
Kepler-1016 c,0.435925,105.6551369,0.328,0.0418568
Kepler-185 b,0.0271381,1.6329,0.10438,0.00508144
WASP-3 b,0.0314948,1.846834,1.29,2.01184
Kepler-172 d,0.117052,14.627119,0.200732,0.0169862
Kepler-967 c,0.628803,198.7112502,0.326,0.0412428
Kepler-182 c,0.147469,20.684342,0.306004,0.0355742
Kepler-1016 b,0.0304915,1.95452434,0.194,0.0162741
Kepler-1266 b,0.169412,28.474748,0.23,0.0206139
TrES-5 b,0.0245157,1.4822446,1.209,1.7781
Kepler-1306 b,0.12495,16.29595382,0.17,0.014034
Kepler-1483 b,0.0946205,9.5085156,0.136,0.0124263
Kepler-1047 b,0.294564,56.1886887,0.186,0.0154788
Kepler-645 b,0.0449621,3.27582262,0.187,0.0155754
Kepler-49 e,0.137369,18.596108,0.139174,0.0116666
Kepler-399 c,0.174723,26.67569,0.127576,0.0100631
Kepler-761 b,0.0900599,10.12804789,0.181,0.0150076
Kepler-1278 b,0.0443634,3.23941344,0.09,0.0030088
Kepler-175 c,0.205538,34.035257,0.276563,0.0286557
Kepler-391 c,0.146522,20.485435,0.315818,0.0382517
Kepler-768 b,0.0927369,11.3910025,0.16,0.0132151
Kepler-879 b,0.204258,33.3855938,0.229,0.020474
Kepler-1428 b,0.103027,10.67607169,0.146,0.0121546
Kepler-200 b,0.0821165,8.594805,0.190026,0.0158724
Kepler-1036 b,0.475522,122.8808058,0.269,0.0271261
Kepler-1129 c,0.352794,76.5369586,0.244,0.0227057
Kepler-122 d,0.151731,21.587475,0.196271,0.0165098
Kepler-1140 b,0.148956,24.0862707,0.247,0.0231879
Kepler-1565 b,0.0237986,1.53818844,0.106,0.0053608
Kepler-1645 b,0.126015,16.1779561,0.159,0.0131362
Kepler-769 b,0.0789397,7.42608998,0.261,0.0256089
Kepler-1239 b,0.0656375,5.19104016,0.259,0.0252452
Kepler-1089 b,0.0468266,5.13248562,0.163,0.0134548
Kepler-499 b,0.0591446,5.63252845,0.194,0.0162741
Kepler-852 b,0.262112,44.9309804,0.227,0.0201979
Kepler-1354 b,0.370933,76.613377,0.265,0.0263549
Kepler-342 e,0.0283971,1.64422461,0.079,0.00189081
Kepler-1366 b,0.0279245,2.16457097,0.128,0.0101747
Kepler-18 b,0.0447299,3.504725,0.17843,0.022
Kepler-1548 b,0.487186,124.828679,0.236,0.0214793
HAT-P-23 b,0.0231971,1.212884,1.368,2.09606
Kepler-1401 b,0.100207,11.20066445,0.15,0.0124487
Kepler-505 b,0.146166,27.52197994,0.232,0.0208973
Kepler-388 c,0.109844,13.297004,0.0767241,0.00170474
Kepler-862 b,0.0402889,3.14866453,0.197,0.0165864
Kepler-246 c,0.0978933,11.187161,0.133821,0.0117855
Kepler-795 b,0.183527,29.6193421,0.15,0.0124487
Kepler-941 b,0.126522,17.42395198,0.275,0.0283318
Kepler-1502 b,0.265793,41.7083629,0.284,0.0302544
Kepler-888 b,0.331234,70.6979061,0.157,0.0129801
Kepler-822 b,0.0435391,3.22296927,0.158,0.0130579
Kepler-240 b,0.0504957,4.144495,0.122223,0.00871939
Kepler-26 c,0.113189,17.25204,0.320884,0.0397121
Kepler-143 c,0.176495,27.082511,0.300651,0.0341953
Kepler-1469 b,0.148827,21.8635301,0.25,0.0236826
Kepler-1334 b,0.119927,15.64591713,0.204,0.0173469
Kepler-508 b,0.177259,25.30889748,0.146,0.0121546
K2-21 c,0.104852,15.5012,0.17129,0.014144
Kepler-1091 b,0.0249783,1.43474156,0.13,0.0107116
Kepler-206 b,0.0768541,7.781987,0.107057,0.00554835
Kepler-22 b,0.848513,289.8623,0.2125,0.0183345
Kepler-1101 b,0.359829,81.3151059,0.22,0.0192688
Kepler-1369 b,0.170628,25.873148,0.24,0.0220818
Kepler-68 c,0.0907017,9.605085,0.0849452,0.015142
Kepler-986 b,0.284051,56.4349938,0.211,0.0181548
Kepler-300 b,0.0935225,10.446347,0.148987,0.0123736
Kepler-937 b,0.340485,67.668827,0.332,0.0431113
Kepler-110 c,0.196107,31.719775,0.197163,0.0166036
Kepler-42 d,0.0150222,1.865169,0.0508067,0.000404706
Kepler-357 d,0.263841,49.499875,0.306004,0.0355742
Kepler-715 b,0.0920746,10.00652995,0.335,0.0440759
Kepler-134 b,0.0596222,5.317429,0.178428,0.0147725
Kepler-369 b,0.0382537,2.732756,0.100812,0.00450004
Kepler-257 d,0.165827,24.664551,0.441609,0.0812259
Kepler-342 b,0.119932,15.170318,0.200732,0.0169862
Kepler-644 b,0.0482761,3.1739171,0.281,0.029598
Kepler-1108 b,0.0511944,4.51005748,0.13,0.0107116
Kepler-119 b,0.0352966,2.422082,0.321171,0.0397965
WASP-64 b,0.0265195,1.5732918,1.271,1.27137
Kepler-190 b,0.0312733,2.019999,0.139174,0.0116666
Kepler-56 c,0.167568,21.4050484,0.699706,0.196739
Kepler-1267 b,0.113545,13.0313945,0.269,0.0271261
Kepler-1138 b,0.0415217,3.17060005,0.152,0.0125983
Kepler-237 b,0.0550302,4.715106,0.125792,0.00960182
Kepler-132 e,0,110.2869374,0.105,0.00518721
Kepler-223 e,0.142858,19.721734,0.214114,0.0185304
WASP-74 b,0.0370185,2.13775,1.56,0.95
WASP-68 b,0.0621834,5.084298,1.24,0.957019
Kepler-81 d,0.148198,20.837846,0.107949,0.0057099
Kepler-403 c,0.280567,54.280749,0.156125,0.0129124
Kepler-197 d,0.122591,15.677563,0.108841,0.00587447
Kepler-1631 b,0.049588,4.09513932,0.12,0.00819664
Kepler-589 b,0.121794,16.54964934,0.203,0.0172355
Kepler-701 b,0.0890998,10.35533177,0.253,0.0241903
Kepler-1300 b,0.168494,22.2419092,0.122,0.00866602
Kepler-1485 b,0.148883,19.9157725,0.131,0.0109866
Kepler-348 b,0.0720019,7.05677,0.135605,0.0123086
Kepler-341 d,0.179022,27.666313,0.165046,0.0136211
Kepler-1632 b,1.19049,448.303558,0.22,0.0192688
Kepler-445 d,0.044761,8.15275,0.114,0.00688654
Kepler-603 b,0.149715,21.05358596,0.236,0.0214793
Kepler-364 c,0.29988,59.980627,0.19181,0.0160511
Kepler-299 e,0.222312,38.285489,0.16683,0.0137681
Kepler-1075 b,0.0213603,1.52372816,0.127,0.00991268
K2-25 b,0.0299103,3.484552,0.306,0.0355731
Kepler-902 b,0.225432,40.1099547,0.227,0.0201979
CoRoT-23 b,0.0483417,3.6313,1.05,3.0853
Kepler-1158 b,0.124667,13.5396293,0.209,0.017919
Kepler-387 c,0.101652,11.837549,0.0794005,0.00192504
Kepler-821 b,0.0285532,1.92279873,0.117,0.00752338
Kepler-684 b,0.0673713,6.77030201,0.3,0.0340314
Kepler-54 d,0.148945,20.995694,0.136497,0.0125754
Kepler-1082 b,0.0263938,1.5432066,0.1,0.00437411
Kepler-1474 b,0.217913,36.4333452,0.193,0.0161718
WASP-39 b,0.0485835,4.055259,1.27,0.284338
Kepler-102 e,0.116059,16.1457,0.198037,0.0280968
Kepler-1463 b,0.165763,25.15864,0.166,0.0136995
Kepler-219 b,0.0540172,4.585512,0.263181,0.0260126
Kepler-1377 b,0.015239,0.74092842,0.112,0.00648186
Kepler-549 c,0.448737,117.040498,0.261,0.0256089
Kepler-984 b,0.237086,43.0342272,0.189,0.0157709
Kepler-385 b,0.0911035,10.043686,0.243554,0.022635
Kepler-374 b,0.0299991,1.897806,0.0918904,0.00324127
Kepler-296 e,0.205969,34.142347,0.156125,0.0129124
Kepler-255 b,0.0625553,5.714606,0.138282,0.011604
Kepler-636 b,0.118109,16.08066115,0.397,0.0652266
Kepler-197 b,0.061711,5.599308,0.0909983,0.00313003
Kepler-183 c,0.100501,11.637071,0.202516,0.0171819
Kepler-745 b,0.0916134,9.93143556,0.193,0.0161718
Kepler-517 b,0.297893,60.92832271,0.238,0.021778
Kepler-232 b,0.0527986,4.431222,0.274779,0.0282863
Kepler-345 c,0.0870905,9.387427,0.107057,0.00554835
WASP-80 b,0.0344696,3.0678504,0.952,0.551763
Kepler-1373 b,0.0247968,1.29123275,0.103,0.00485109
Kepler-152 b,0.135451,18.207973,0.248907,0.0235009
Kepler-743 b,0.0414509,3.17926292,0.108,0.00571923
Kepler-983 b,0.312713,60.0855082,0.211,0.0181548
Kepler-8 b,0.0483278,3.52254,1.419,0.585742
Kepler-1014 b,0.121899,16.57110363,0.213,0.0183949
Kepler-336 d,0.147443,20.678772,0.211437,0.0182069
Kepler-646 b,0.120657,15.87364565,0.178,0.0147338
Kepler-1272 b,0.274894,51.1309704,0.211,0.0181548
Kepler-353 c,0.0809409,8.410894,0.123115,0.00893492
Kepler-154 b,0.201514,33.040532,0.201624,0.0170837
Kepler-804 b,0.116085,14.37457351,0.173,0.0142915
Kepler-1244 b,0.0531529,3.70428172,0.12,0.00819664
Kepler-1386 b,0.0702913,6.73972381,0.111,0.00628541
Kepler-978 b,0.270303,49.6221509,0.267,0.0267373
Kepler-1404 b,0.116915,15.9314739,0.179,0.0148244
Kepler-735 b,0.0945351,11.51516988,0.263,0.0259788
Kepler-237 c,0.0789575,8.103636,0.185565,0.015437
HAT-P-14 b,0.0606258,4.627669,1.15,2.23603
Kepler-972 b,0.0753112,7.03932553,0.415,0.0714653
Kepler-317 c,0.0832604,8.77501,0.153448,0.0127076
Kepler-1572 b,0.0603302,5.49548621,0.084,0.00235177
Kepler-301 d,0.112331,13.751243,0.156125,0.0129124
Kepler-1363 b,0.0366691,2.94194094,0.112,0.00648186
Kepler-148 c,0.050784,4.180043,0.321171,0.0397965
Kepler-49 d,0.0367817,2.576549,0.142742,0.0119197
Kepler-668 b,0.07692,8.35390639,0.241,0.0222358
Kepler-1013 b,0.129582,18.93054959,0.192,0.0160703
Kepler-796 b,0.0658558,6.40087618,0.116,0.00730709
Kepler-1634 b,0.989603,374.876239,0.285,0.0304768
Kepler-169 b,0.0429455,3.250619,0.100812,0.00450004
WASP-66 b,0.0546221,4.086052,1.39,2.31346
Kepler-1427 b,0.0192274,0.96897238,0.098,0.00407386
Kepler-303 c,0.0720317,7.061149,0.101704,0.00464108
Kepler-1274 b,0.0809151,6.98152703,0.127,0.00991268
Kepler-1032 b,0.0396806,3.29011795,0.167,0.0137822
Kepler-168 b,0.0527522,4.425391,0.130252,0.0107805
Kepler-56 b,0.104248,10.5034294,0.342276,0.0465014
Kepler-238 b,0.0320006,2.090876,0.15434,0.0127755
Kepler-151 c,0.165872,24.674612,0.186457,0.0155228
Kepler-1487 b,0.0821396,7.31946363,0.19,0.0158698
Kepler-150 b,0.0444944,3.428054,0.111518,0.00638668
Kepler-780 b,0.0151449,0.67737516,0.079,0.00189081
Kepler-353 b,0.0631426,5.795278,0.0794005,0.00192504
Kepler-931 b,0.0746773,8.03755877,0.119,0.00796813
Kepler-1246 b,0.0888549,11.32271513,0.121,0.00842926
Kepler-1169 b,0.0702714,6.11009134,0.084,0.00235177
Kepler-1105 b,0.0470338,4.42157218,0.179,0.0148244
Kepler-93 b,0.0534149,4.72674,0.134,0.00814901
Kepler-281 c,0.214705,36.337373,0.473726,0.0938647
WASP-94 A b,0.0532427,3.9501907,1.72,0.41865
Kepler-236 b,0.0801996,8.295611,0.140066,0.0117295
WASP-5 b,0.0271923,1.6284229,1.14,1.62423
Kepler-78 b,0.00914662,0.35500744,0.103396,0.00585
Kepler-55 f,0.0920376,10.198545,0.14185,0.011856
Kepler-314 c,0.0643363,5.960392,0.258721,0.025195
CoRoT-2 b,0.0280884,1.7429935,1.466,3.27527
Kepler-447 b,0.0769686,7.79430132,1.65,1.37
Kepler-187 c,0.0946763,10.640263,0.238201,0.0218083
Kepler-257 c,0.0687315,6.581484,0.482648,0.0975428
Kepler-424 c,0.724323,223.3,,7.03702
Kepler-522 b,0.25806,38.58422849,0.616,0.136066
Kepler-1615 b,0.259379,47.3126192,0.184,0.015288
Kepler-894 b,0.0855774,9.803224,0.248,0.0233514
Kepler-1609 b,0.487197,114.34219,0.198,0.0166923
Kepler-289 b,0.207581,34.543901,0.21679,0.0188614
Kepler-1524 b,0.353488,70.9674603,0.316,0.0383032
Kepler-346 c,0.162163,23.851549,0.273887,0.0281036
Kepler-1403 b,0.0607809,5.19492202,0.191,0.0159697
Kepler-953 b,0.381801,88.40655258,0.376,0.0583181
Kepler-1479 b,0.116158,14.53261362,0.163,0.0134548
Kepler-402 e,0.098218,11.242861,0.130252,0.0107805
HAT-P-20 b,0.03616,2.875317,0.867,7.28953
Kepler-834 b,0.0976622,13.32388301,0.18,0.0149156
Kepler-439 b,0.594654,178.1396,0.199841,0.0168896
Kepler-1060 b,0.253589,46.8779367,0.212,0.0182743
Kepler-1150 b,0.0353774,2.78786839,0.091,0.00313024
CoRoT-5 b,0.0496334,4.0378962,1.388,0.462537
Kepler-1184 b,0.282775,53.5991044,0.239,0.0219292
WASP-47 b,0.0509676,4.1591409,1.15,1.12341
Kepler-194 d,0.275493,52.814973,0.214114,0.0185304
Kepler-1566 b,0.0122438,0.53991524,0.07,0.00123338
Kepler-36 b,0.115423,13.83989,0.132454,0.0140379
Kepler-161 b,0.0566234,4.921355,0.189134,0.0157841
Kepler-943 b,0.258472,49.7701438,0.529,0.117824
Kepler-899 b,0.136873,19.17891293,0.239,0.0219292
HAT-P-35 b,0.0497734,3.646706,1.332,1.05422
Kepler-1347 b,0.106453,14.00947528,0.092,0.00325512
Kepler-649 b,0.186659,29.90722674,0.202,0.017125
Kepler-778 b,0.044079,3.75574426,0.15,0.0124487
Kepler-253 c,0.0925387,10.281951,0.236417,0.0215411
Kepler-744 b,0.100833,12.06222443,0.145,0.0120821
Kepler-5 b,0.0506416,3.54846,1.431,2.11663
Kepler-161 c,0.0720527,7.06424,0.182889,0.0151834
Kepler-675 b,0.0318646,2.33743801,0.218,0.0190136
Kepler-758 d,0.154009,20.4966197,0.189,0.0157709
Kepler-331 b,0.0812396,8.457496,0.16237,0.013404
Kepler-28 c,0.0768547,8.98597,0.303057,0.0348081
Kepler-600 b,0.152252,23.67517607,0.259,0.0252452
HATS-9 b,0.0304899,1.9153073,1.065,0.837
Kepler-782 b,0.569779,158.6853308,0.286,0.0307009
Kepler-121 b,0.0422983,3.177422,0.208761,0.0178911
Kepler-1407 b,0.149206,20.0711504,0.201,0.0170154
Kepler-816 b,0.0906432,10.50682565,0.914,0.880048
Kepler-1205 b,0.0194186,1.07839035,0.126,0.00965491
Kepler-1585 b,0.0448876,3.5827463,0.16,0.0132151
Kepler-621 b,0.0334052,2.62811375,0.205,0.0174594
Kepler-412 b,0.0295963,1.720861232,1.325,0.940391
Kepler-170 c,0.12769,16.665863,0.255152,0.0245625
Kepler-122 b,0.0629312,5.766193,0.208761,0.0178911
WASP-12 b,0.0225329,1.09142245,1.79,1.36063
Kepler-148 b,0.0281967,1.729366,0.160585,0.0132614
Kepler-285 b,0.0373252,2.633867,0.119547,0.00809262
Kepler-333 b,0.105697,12.551158,0.117763,0.00769114
Kepler-510 b,0.137663,19.55659418,0.22,0.0192688
Kepler-370 c,0.139463,19.02293,0.170399,0.0140679
Kepler-762 b,0.0483406,3.7705521,1.131,1
Kepler-111 c,0.723521,224.784608,0.651262,0.159251
Kepler-267 d,0.182449,28.464515,0.202516,0.0171819
Kepler-1125 b,0.130519,17.6700642,0.164,0.0135358
Kepler-995 b,0.170669,28.26731672,0.241,0.0222358
Kepler-1196 b,0.318069,66.1849031,0.199,0.0167991
HATS-3 b,0.0485119,3.547851,1.381,1.0735
Kepler-101 b,0.0450089,3.487691,0.523686,0.115399
Kepler-536 b,0.0284473,1.8270823,0.277,0.028747
Kepler-680 b,0.0479468,3.68992629,0.216,0.0187628
Kepler-362 b,0.0928099,10.327186,0.0785083,0.0018494
Kepler-301 b,0.0361317,2.508553,0.120439,0.00829825
Kepler-1126 b,0.433249,108.593329,0.154,0.0127496
Kepler-860 b,0.0587592,5.10137945,0.289,0.0313841
Kepler-403 b,0.0718296,7.031462,0.111518,0.00638668
Kepler-676 b,0.0801169,11.59822172,0.271,0.0275214
Kepler-1596 b,0.315387,66.373379,0.17,0.014034
Kepler-404 c,0.117713,14.751166,0.153448,0.0127076
Kepler-279 b,0.104337,12.309681,0.322955,0.0403249
Kepler-1256 b,0.110556,12.4127754,0.133,0.0115494
Kepler-411 c,0.07255,7.83442788,0.292,0.0320836
Kepler-207 d,0.0636703,5.868075,0.295298,0.032872
Kepler-502 b,0.0541085,4.28686431,0.426,0.0754224
Kepler-297 c,0.347807,74.920137,0.58346,0.117213
Kepler-436 c,0.115577,16.79713874,0.208,0.0178026
Kepler-345 b,0.0744222,7.415563,0.0660184,0.00100422
Kepler-1449 b,0.112305,13.2274528,0.15,0.0124487
Kepler-141 c,0.0716875,7.010606,0.125792,0.00960182
Kepler-1399 b,0.026927,1.63865306,0.112,0.00648186
Kepler-504 b,0.060873,9.54927542,0.142,0.0118667
Kepler-220 d,0.180985,28.122397,0.0874297,0.00271267
WASP-4 b,0.0230406,1.3382299,1.341,1.22311
Kepler-432 c,1.17816,406.2,,2.36402
Kepler-141 b,0.041677,3.107675,0.0615577,0.000786457
Kepler-1641 b,0.148109,19.672266,0.277,0.028747
Kepler-1026 b,0.199129,36.5156053,0.197,0.0165864
Kepler-488 b,0.0427479,3.12082923,1.409,1
Kepler-1029 b,0.0493183,4.41769648,0.112,0.00648186
Kepler-754 b,0.11898,14.5596237,0.179,0.0148244
Kepler-524 c,0.0307775,1.88897906,0.086,0.00255759
Kepler-256 e,0.0949212,10.681572,0.209653,0.0179955
HATS-10 b,0.0449161,3.312846,0.969,0.526
Kepler-189 b,0.0932453,10.399931,0.107949,0.0057099
Kepler-691 b,0.0639541,8.114379,0.186,0.0154788
Kepler-101 c,0.0648349,6.029809,0.118655,0.00789025
Kepler-653 c,0.0183692,0.90037648,0.07,0.00123338
Kepler-1537 b,0.0233115,1.4444538,0.105,0.00518721
Kepler-750 c,0.0524304,4.08899022,0.145,0.0120821
Kepler-520 c,0.0607231,5.21104261,0.095,0.00364938
WASP-135 b,0.0243585,1.4013794,1.3,1.90042
Kepler-81 c,0.0885967,12.04,0.211,0.0181548
Kepler-156 c,0.123783,15.906801,0.227496,0.0202659
Kepler-127 d,0.260742,48.630408,0.235525,0.0214091
Kepler-657 b,0.165833,24.54350418,0.314,0.0377408
Kepler-1311 b,0.0994127,11.1726994,0.111,0.00628541
Kepler-1092 b,0.294279,58.6017925,0.185,0.015383
Kepler-1214 b,0.131197,18.82634264,0.211,0.0181548
Kepler-275 c,0.124722,16.088134,0.301543,0.0344212
Kepler-482 b,0.261363,56.35418576,0.211,0.0181548
Kepler-1495 b,0.382908,85.273256,0.262,0.0257931
Kepler-201 c,0.557119,151.884058,0.25426,0.0244074
Kepler-208 c,0.0747634,7.466623,0.124008,0.00915403
Kepler-722 c,0.440295,105.144749,0.252,0.0240196
Kepler-1174 b,0.0718111,6.89225223,0.142,0.0118667
Kepler-274 b,0.100488,11.634788,0.13739,0.0115417
Kepler-581 b,0.23121,40.6069821,0.235,0.0213319
Kepler-693 b,0.110433,15.37563332,0.908,0.503122
Kepler-1102 b,0.266647,51.3285623,0.237,0.021628
Kepler-769 c,0.131614,15.9870174,0.16,0.0132151
Kepler-652 b,0.0502867,4.18200253,0.222,0.0195285
Kepler-420 b,0.381935,86.647661,0.94,1.45
HATS-14 b,0.0381546,2.766741,1.039,1.0682
Kepler-75 b,0.0807413,8.884924,1.03,9.98479
Kepler-326 c,0.0539767,4.580358,0.1249,0.00937625
Kepler-554 b,0.0293274,1.90220856,0.383,0.0605767
Kepler-1294 b,0.463098,115.6862258,0.285,0.0304768
Kepler-249 c,0.0723886,7.113702,0.134713,0.0120453
Kepler-1282 b,0.0315297,2.13194651,0.138,0.0115843
Kepler-740 b,0.0444161,3.58410122,0.408,0.0690043
Kepler-79 c,0.183622,27.402,0.339,0.0186
Kepler-251 c,0.126914,16.514043,0.247123,0.0232079
Kepler-15 b,0.0571382,4.942782,0.96,0.662431
Kepler-851 b,0.078449,8.50699658,0.15,0.0124487
Kepler-1342 b,0.032467,2.21571036,0.148,0.0123008
Kepler-302 b,0.189725,30.184104,0.362209,0.0537981
Kepler-781 b,0.101967,13.2140732,0.258,0.0250657
Kepler-317 b,0.0611582,5.524242,0.186457,0.0155228
Kepler-152 c,0.387942,88.255055,0.213222,0.0184218
Kepler-343 b,0.0844802,8.96855,0.215006,0.0186399
Kepler-1161 b,0.0797661,10.71252541,0.19,0.0158698
CoRoT-16 b,0.0617874,5.35227,1.17,0.537982
Kepler-907 b,0.126784,15.86621821,0.107,0.00553813
Kepler-1402 b,0.0303322,2.03387914,0.068,0.00111394
Kepler-59 b,0.103167,11.8681707,0.100246,0.00441201
Kepler-98 b,0.0260305,1.54168,0.177536,0.0111695
Kepler-192 b,0.090395,9.926746,0.244446,0.0227766
Kepler-1259 b,0.013815,0.66308526,0.128,0.0101747
Kepler-202 c,0.125725,16.282493,0.165046,0.0136211
Kepler-1142 b,0.134547,18.3027248,0.131,0.0109866
Kepler-339 c,0.0715337,6.988055,0.102596,0.00478497
WASP-59 b,0.0696866,7.919585,0.775,0.859095
WASP-54 b,0.049881,3.6936411,1.653,0.63273
Kepler-1542 b,0.0479144,3.95116882,0.068,0.00111394
HAT-P-8 b,0.0449613,3.076337,1.5,1.29336
Kepler-446 b,0.0159282,1.565409,0.137,0.0115145
Kepler-1533 b,0.977788,308.5471,0.309,0.0363708
WASP-15 b,0.0499436,3.7521,1.379,0.542797
Kepler-425 b,0.0464979,3.79701816,0.978,1
Kepler-767 b,0.572614,161.5280101,0.592,0.121945
Kepler-445 b,0.022904,2.984151,0.144,0.0120099
XO-4 b,0.05524,4.1250828,1.33,1.60254
WASP-48 b,0.034488,2.143634,1.67,0.984236
Kepler-566 b,0.128317,18.42794624,0.192,0.0160703
Kepler-89 b,0.0511881,3.743208,0.1558,0.0287348
WASP-32 b,0.0390315,2.718661,1.1,3.45362
Kepler-265 b,0.0705628,6.846262,0.165938,0.0136944
OGLE-TR-211 b,0.0512842,3.67724,1.36,0.757277
